(5314, 1294, 0)
(5316, 1294, 0)
(5318, 1294, 0)
(5320, 1294, 0)
(5322, 1294, 0)
(5324, 1294, 0)
(5326, 1294, 0)
(5328, 1294, 0)
(5330, 1294, 0)
(5332, 1294, 0)
(5334, 1294, 0)
(5336, 1294, 0)
(5338, 1296, 0)
(5344, 1310, 0)
(5346, 1310, 0)
(5348, 1310, 0)
(5350, 1310, 0)
(5352, 1310, 0)
(5352, 1306, 0)
(5350, 1306, 0)
(5348, 1306, 0)
(5346, 1306, 0)
(5344, 1306, 0)
(5340, 1296, 0)
(5342, 1289, 0)
(5340, 1289, 0)
(5338, 1289, 0)
(5336, 1289, 0)
(5334, 1289, 0)
(5332, 1289, 0)
(5330, 1289, 0)
(5328, 1289, 0)
(5326, 1289, 0)
(5324, 1289, 0)
(5322, 1289, 0)
(5320, 1289, 0)
(5318, 1289, 0)
(5316, 1289, 0)
(5314, 1289, 0)
(5312, 1289, 0)
(5310, 1289, 0)
(5308, 1289, 0)
(5306, 1289, 0)
(5304, 1289, 0)
(5304, 1291, 0)
(5304, 1293, 0)
(5304, 1295, 0)
(5306, 1295, 0)
(5308, 1294, 0)
(5310, 1294, 0)
(5312, 1294, 0)
(5314, 1294, 0)
